Drug_ID,SMILES,Affinity_Score
Virtual_Drug_05763,NC(=N)c1ccc(cc1)CCCCCCCN,-5.0
Virtual_Drug_05764,NC(=N)c1ccc(cc1)CCCl,-5.0
Virtual_Drug_05765,NC(=N)c1ccc(cc1)CCCCCCl,-5.0
Virtual_Drug_05766,NC(=N)c1ccc(cc1)CCCCl,-5.0
Virtual_Drug_05771,NC(=N)c1ccc(cc1)CCCl,-5.0
Virtual_Drug_05773,NC(=N)c1ccc(cc1)CCCF,-5.0
Virtual_Drug_05746,NC(=N)c1ccc(cc1)CCCCl,-5.0
Virtual_Drug_09072,NC(=N)c1ccc(cc1)CCCCl,-5.0
Virtual_Drug_09042,NC(=N)c1ccc(cc1)CCCCCS,-5.0
Virtual_Drug_06308,NC(=N)c1ccc(cc1)CCl,-5.0
Virtual_Drug_06312,NC(=N)c1ccc(cc1)CCCCCS,-5.0
Virtual_Drug_06315,NC(=N)c1ccc(cc1)CCCCCCCCF,-5.0
Virtual_Drug_06316,NC(=N)c1ccc(cc1)CCCCF,-5.0
Virtual_Drug_02408,NC(=N)c1ccc(cc1)CCCCl,-5.0
Virtual_Drug_09032,NC(=N)c1ccc(cc1)CCCl,-5.0
Virtual_Drug_09036,NC(=N)c1ccc(cc1)CCCCCCCF,-5.0
Virtual_Drug_00658,NC(=N)c1ccc(cc1)CCCl,-5.0
Virtual_Drug_00660,NC(=N)c1ccc(cc1)CCCCCCCl,-5.0
Virtual_Drug_00664,NC(=N)c1ccc(cc1)CCCCS,-5.0
Virtual_Drug_02727,NC(=N)c1ccc(cc1)CCCCCCCO,-5.0
Virtual_Drug_02728,NC(=N)c1ccc(cc1)CCCCS,-5.0
Virtual_Drug_02730,NC(=N)c1ccc(cc1)CCCCCCCO,-5.0
Virtual_Drug_02733,NC(=N)c1ccc(cc1)CCCl,-5.0
Virtual_Drug_02734,NC(=N)c1ccc(cc1)CCCCCCCCO,-5.0
Virtual_Drug_02735,NC(=N)c1ccc(cc1)CCF,-5.0
Virtual_Drug_02736,NC(=N)c1ccc(cc1)CCCCCS,-5.0
Virtual_Drug_08794,NC(=N)c1ccc(cc1)CCCCCCCCN,-5.0
Virtual_Drug_08798,NC(=N)c1ccc(cc1)CCCCCCCCF,-5.0
Virtual_Drug_08776,NC(=N)c1ccc(cc1)CCCCCCCCF,-5.0
Virtual_Drug_06242,NC(=N)c1ccc(cc1)CCCCCCCCl,-5.0
Virtual_Drug_06243,NC(=N)c1ccc(cc1)CCCCCCN,-5.0
Virtual_Drug_06255,NC(=N)c1ccc(cc1)CCCCCCCN,-5.0
Virtual_Drug_06256,NC(=N)c1ccc(cc1)CCCCCCCCN,-5.0
Virtual_Drug_02417,NC(=N)c1ccc(cc1)CCCCCS,-5.0
Virtual_Drug_02709,NC(=N)c1ccc(cc1)CCCl,-5.0
Virtual_Drug_05781,NC(=N)c1ccc(cc1)CCCCCCCCN,-5.0
Virtual_Drug_05784,NC(=N)c1ccc(cc1)CCCCCCCO,-5.0
Virtual_Drug_05786,NC(=N)c1ccc(cc1)CCCCS,-5.0
Virtual_Drug_00655,NC(=N)c1ccc(cc1)CCCCCCCCF,-5.0
Virtual_Drug_06288,NC(=N)c1ccc(cc1)CCCl,-5.0
Virtual_Drug_00820,NC(=N)c1ccc(cc1)CCCCCCCCF,-5.0
Virtual_Drug_00822,NC(=N)c1ccc(cc1)CCl,-5.0
Virtual_Drug_00826,NC(=N)c1ccc(cc1)CCCCCS,-5.0
Virtual_Drug_08787,NC(=N)c1ccc(cc1)CCl,-5.0
Virtual_Drug_08792,NC(=N)c1ccc(cc1)CCCCCCCCF,-5.0
Virtual_Drug_02430,NC(=N)c1ccc(cc1)CCCCCCCl,-5.0
Virtual_Drug_02432,NC(=N)c1ccc(cc1)CCCl,-5.0
Virtual_Drug_06226,NC(=N)c1ccc(cc1)CCCF,-5.0
Virtual_Drug_06228,NC(=N)c1ccc(cc1)CCCl,-5.0
Virtual_Drug_06229,NC(=N)c1ccc(cc1)CCCCF,-5.0
Virtual_Drug_00812,NC(=N)c1ccc(cc1)CCCCCCCCS,-5.0
Virtual_Drug_00667,NC(=N)c1ccc(cc1)CCCl,-5.0
Virtual_Drug_00671,NC(=N)c1ccc(cc1)CCCCCCCCF,-5.0
Virtual_Drug_09012,NC(=N)c1ccc(cc1)CCCCF,-5.0
Virtual_Drug_09014,NC(=N)c1ccc(cc1)CCCCCCCl,-5.0
Virtual_Drug_09019,NC(=N)c1ccc(cc1)CCCCCCCCO,-5.0
Virtual_Drug_00673,NC(=N)c1ccc(cc1)CCCCCCCCS,-5.0
Virtual_Drug_02707,NC(=N)c1ccc(cc1)CCCCl,-5.0
Virtual_Drug_06260,NC(=N)c1ccc(cc1)CCCCCS,-5.0
Virtual_Drug_06268,NC(=N)c1ccc(cc1)CCCCCS,-5.0
Virtual_Drug_06241,NC(=N)c1ccc(cc1)CCN,-5.0
Virtual_Drug_06230,NC(=N)c1ccc(cc1)CCCCCF,-5.0
Virtual_Drug_06232,NC(=N)c1ccc(cc1)CCl,-5.0
Virtual_Drug_06215,NC(=N)c1ccc(cc1)CCCCCCCl,-5.0
Virtual_Drug_05829,NC(=N)c1ccc(cc1)CCCCCCN,-5.0
Virtual_Drug_05835,NC(=N)c1ccc(cc1)CCCCCCCl,-5.0
Virtual_Drug_05811,NC(=N)c1ccc(cc1)CCCCCCCCN,-5.0
Virtual_Drug_05816,NC(=N)c1ccc(cc1)CCCl,-5.0
Virtual_Drug_05817,NC(=N)c1ccc(cc1)CCl,-5.0
Virtual_Drug_05822,NC(=N)c1ccc(cc1)CCCCCCCS,-5.0
Virtual_Drug_05824,NC(=N)c1ccc(cc1)CCCl,-5.0
Virtual_Drug_02693,NC(=N)c1ccc(cc1)CCl,-5.0
Virtual_Drug_02695,NC(=N)c1ccc(cc1)CCF,-5.0
Virtual_Drug_02421,NC(=N)c1ccc(cc1)CCCCCCCF,-5.0
Virtual_Drug_02425,NC(=N)c1ccc(cc1)CCCCCCCl,-5.0
Virtual_Drug_02428,NC(=N)c1ccc(cc1)CCCCCCCl,-5.0
Virtual_Drug_02429,NC(=N)c1ccc(cc1)CCl,-5.0
Virtual_Drug_06206,NC(=N)c1ccc(cc1)CCCCCCCN,-5.0
Virtual_Drug_08846,NC(=N)c1ccc(cc1)CCCCCCCCS,-5.0
Virtual_Drug_02674,NC(=N)c1ccc(cc1)CCF,-5.0
Virtual_Drug_02675,NC(=N)c1ccc(cc1)CCF,-5.0
Virtual_Drug_00677,NC(=N)c1ccc(cc1)CCCCCCCCS,-5.0
Virtual_Drug_00681,NC(=N)c1ccc(cc1)CCCCCCCCN,-5.0
Virtual_Drug_00687,NC(=N)c1ccc(cc1)CCl,-5.0
Virtual_Drug_08993,NC(=N)c1ccc(cc1)CCCCCS,-5.0
Virtual_Drug_09000,NC(=N)c1ccc(cc1)CCCCCCl,-5.0
Virtual_Drug_09002,NC(=N)c1ccc(cc1)CCCCCCCl,-5.0
Virtual_Drug_09004,NC(=N)c1ccc(cc1)CCCCl,-5.0
Virtual_Drug_02679,NC(=N)c1ccc(cc1)CCCCCCCCN,-5.0
Virtual_Drug_00815,NC(=N)c1ccc(cc1)CCCCCCCl,-5.0
Virtual_Drug_08802,NC(=N)c1ccc(cc1)CCCF,-5.0
Virtual_Drug_08814,NC(=N)c1ccc(cc1)CCCCCS,-5.0
Virtual_Drug_00818,NC(=N)c1ccc(cc1)CCCCCCCCl,-5.0
Virtual_Drug_05865,NC(=N)c1ccc(cc1)CCCCCCCF,-5.0
Virtual_Drug_05868,NC(=N)c1ccc(cc1)CCl,-5.0
Virtual_Drug_05872,NC(=N)c1ccc(cc1)CCCl,-5.0
Virtual_Drug_05841,NC(=N)c1ccc(cc1)CCl,-5.0
Virtual_Drug_05848,NC(=N)c1ccc(cc1)CCCCCCCCO,-5.0
Virtual_Drug_05849,NC(=N)c1ccc(cc1)CCF,-5.0
Virtual_Drug_05852,NC(=N)c1ccc(cc1)CCCCl,-5.0
Virtual_Drug_06219,NC(=N)c1ccc(cc1)CCl,-5.0
Virtual_Drug_06220,NC(=N)c1ccc(cc1)CCCCCN,-5.0
Virtual_Drug_06221,NC(=N)c1ccc(cc1)CCCCCCCCS,-5.0
Virtual_Drug_02436,NC(=N)c1ccc(cc1)CCCCCCCN,-5.0
Virtual_Drug_02439,NC(=N)c1ccc(cc1)CCCF,-5.0
Virtual_Drug_02440,NC(=N)c1ccc(cc1)CCCCF,-5.0
Virtual_Drug_06194,NC(=N)c1ccc(cc1)CCCCCCN,-5.0
Virtual_Drug_06197,NC(=N)c1ccc(cc1)CCCCCF,-5.0
Virtual_Drug_06203,NC(=N)c1ccc(cc1)CCCCCCCCF,-5.0
Virtual_Drug_06167,NC(=N)c1ccc(cc1)CCCCCCCO,-5.0
Virtual_Drug_06171,NC(=N)c1ccc(cc1)CCCF,-5.0
Virtual_Drug_06174,NC(=N)c1ccc(cc1)CCCF,-5.0
Virtual_Drug_08983,NC(=N)c1ccc(cc1)CCCCCCl,-5.0
Virtual_Drug_08985,NC(=N)c1ccc(cc1)CCCCCCCCO,-5.0
Virtual_Drug_08987,NC(=N)c1ccc(cc1)CCCCS,-5.0
Virtual_Drug_00689,NC(=N)c1ccc(cc1)CCCCCCCCS,-5.0
Virtual_Drug_05881,NC(=N)c1ccc(cc1)CCCCCCCCN,-5.0
Virtual_Drug_05883,NC(=N)c1ccc(cc1)CCl,-5.0
Virtual_Drug_05885,NC(=N)c1ccc(cc1)CCl,-5.0
Virtual_Drug_05857,NC(=N)c1ccc(cc1)CCCCCS,-5.0
Virtual_Drug_05859,NC(=N)c1ccc(cc1)CCCCS,-5.0
Virtual_Drug_08826,NC(=N)c1ccc(cc1)CCCCCCCCO,-5.0
Virtual_Drug_02451,NC(=N)c1ccc(cc1)CCCCCCl,-5.0
Virtual_Drug_02462,NC(=N)c1ccc(cc1)CCCCCCl,-5.0
Virtual_Drug_02463,NC(=N)c1ccc(cc1)CCCCCCCCN,-5.0
Virtual_Drug_00703,NC(=N)c1ccc(cc1)CCCCCCN,-5.0
Virtual_Drug_08964,NC(=N)c1ccc(cc1)CCCCCCCCCl,-5.0
Virtual_Drug_08967,NC(=N)c1ccc(cc1)CCCCCCCl,-5.0
Virtual_Drug_02662,NC(=N)c1ccc(cc1)CCCCCCCCS,-5.0
Virtual_Drug_02667,NC(=N)c1ccc(cc1)CCCCS,-5.0
Virtual_Drug_05879,NC(=N)c1ccc(cc1)CCF,-5.0
Virtual_Drug_05880,NC(=N)c1ccc(cc1)CCl,-5.0
Virtual_Drug_08982,NC(=N)c1ccc(cc1)CCCCCF,-5.0
Virtual_Drug_06185,NC(=N)c1ccc(cc1)CCCl,-5.0
Virtual_Drug_06188,NC(=N)c1ccc(cc1)CCF,-5.0
Virtual_Drug_02466,NC(=N)c1ccc(cc1)CCCl,-5.0
Virtual_Drug_02471,NC(=N)c1ccc(cc1)CCCCS,-5.0
Virtual_Drug_02473,NC(=N)c1ccc(cc1)CCCCCCO,-5.0
Virtual_Drug_06161,NC(=N)c1ccc(cc1)CCCCCCCl,-5.0
Virtual_Drug_06162,NC(=N)c1ccc(cc1)CCl,-5.0
Virtual_Drug_06166,NC(=N)c1ccc(cc1)CCCCS,-5.0
Virtual_Drug_05902,NC(=N)c1ccc(cc1)CCCCCCN,-5.0
Virtual_Drug_02657,NC(=N)c1ccc(cc1)CCCCCS,-5.0
Virtual_Drug_00691,NC(=N)c1ccc(cc1)CCCl,-5.0
Virtual_Drug_00699,NC(=N)c1ccc(cc1)CCCCCl,-5.0
Virtual_Drug_00702,NC(=N)c1ccc(cc1)CCCCF,-5.0
Virtual_Drug_00787,NC(=N)c1ccc(cc1)CCCl,-5.0
Virtual_Drug_00788,NC(=N)c1ccc(cc1)CCCCCCCCF,-5.0
Virtual_Drug_00796,NC(=N)c1ccc(cc1)CCCCCCCCF,-5.0
Virtual_Drug_00798,NC(=N)c1ccc(cc1)CCCCCCCF,-5.0
Virtual_Drug_00800,NC(=N)c1ccc(cc1)CCCCCCCCN,-5.0
Virtual_Drug_08833,NC(=N)c1ccc(cc1)CCCCS,-5.0
Virtual_Drug_08834,NC(=N)c1ccc(cc1)CCCCCCCCO,-5.0
Virtual_Drug_08837,NC(=N)c1ccc(cc1)CCCCCCCCN,-5.0
Virtual_Drug_08839,NC(=N)c1ccc(cc1)CCCCCCN,-5.0
Virtual_Drug_06147,NC(=N)c1ccc(cc1)CCCCCS,-5.0
Virtual_Drug_06153,NC(=N)c1ccc(cc1)CCl,-5.0
Virtual_Drug_05911,NC(=N)c1ccc(cc1)CCCCCCl,-5.0
Virtual_Drug_05912,NC(=N)c1ccc(cc1)CCl,-5.0
Virtual_Drug_05914,NC(=N)c1ccc(cc1)CCCCl,-5.0
Virtual_Drug_02486,NC(=N)c1ccc(cc1)CCl,-5.0
Virtual_Drug_06130,NC(=N)c1ccc(cc1)CCCCCF,-5.0
Virtual_Drug_06134,NC(=N)c1ccc(cc1)CCCCF,-5.0
Virtual_Drug_06135,NC(=N)c1ccc(cc1)CCF,-5.0
Virtual_Drug_06138,NC(=N)c1ccc(cc1)CCCCCCCCN,-5.0
Virtual_Drug_06140,NC(=N)c1ccc(cc1)CCCCCCCN,-5.0
Virtual_Drug_06144,NC(=N)c1ccc(cc1)CCCCCCCCS,-5.0
Virtual_Drug_02498,NC(=N)c1ccc(cc1)CCCCCCCCCl,-5.0
Virtual_Drug_02499,NC(=N)c1ccc(cc1)CCCl,-5.0
Virtual_Drug_00784,NC(=N)c1ccc(cc1)CCCCCCCN,-5.0
Virtual_Drug_08849,NC(=N)c1ccc(cc1)CCCCCCCl,-5.0
Virtual_Drug_05896,NC(=N)c1ccc(cc1)CCCCCCCF,-5.0
Virtual_Drug_05901,NC(=N)c1ccc(cc1)CCF,-5.0
Virtual_Drug_02504,NC(=N)c1ccc(cc1)CCCCCF,-5.0
Virtual_Drug_02508,NC(=N)c1ccc(cc1)CCCCCCCl,-5.0
Virtual_Drug_08952,NC(=N)c1ccc(cc1)CCl,-5.0
Virtual_Drug_08955,NC(=N)c1ccc(cc1)CCCCCCCCO,-5.0
Virtual_Drug_08957,NC(=N)c1ccc(cc1)CCCCCCO,-5.0
Virtual_Drug_02632,NC(=N)c1ccc(cc1)CCCF,-5.0
Virtual_Drug_02634,NC(=N)c1ccc(cc1)CCCCl,-5.0
Virtual_Drug_05923,NC(=N)c1ccc(cc1)CCF,-5.0
Virtual_Drug_05924,NC(=N)c1ccc(cc1)CCl,-5.0
Virtual_Drug_05925,NC(=N)c1ccc(cc1)CCCCCF,-5.0
Virtual_Drug_05931,NC(=N)c1ccc(cc1)CCCCCCCS,-5.0
Virtual_Drug_05932,NC(=N)c1ccc(cc1)CCCCl,-5.0
Virtual_Drug_02642,NC(=N)c1ccc(cc1)CCCCCF,-5.0
Virtual_Drug_02647,NC(=N)c1ccc(cc1)CCCCCCCCS,-5.0
Virtual_Drug_02651,NC(=N)c1ccc(cc1)CCl,-5.0
Virtual_Drug_05906,NC(=N)c1ccc(cc1)CCCCCF,-5.0
Virtual_Drug_02516,NC(=N)c1ccc(cc1)CCCF,-5.0
Virtual_Drug_02521,NC(=N)c1ccc(cc1)CCCCCCCCN,-5.0
Virtual_Drug_00767,NC(=N)c1ccc(cc1)CCCCl,-5.0
Virtual_Drug_08866,NC(=N)c1ccc(cc1)CCCCS,-5.0
Virtual_Drug_05946,NC(=N)c1ccc(cc1)CCCCS,-5.0
Virtual_Drug_02625,NC(=N)c1ccc(cc1)CCCCCCCCS,-5.0
Virtual_Drug_08972,NC(=N)c1ccc(cc1)CCCCCO,-5.0
Virtual_Drug_08850,NC(=N)c1ccc(cc1)CCCCCCCCl,-5.0
Virtual_Drug_08851,NC(=N)c1ccc(cc1)CCCCl,-5.0
Virtual_Drug_08852,NC(=N)c1ccc(cc1)CCCCCCCF,-5.0
Virtual_Drug_08855,NC(=N)c1ccc(cc1)CCCCCCCCCl,-5.0
Virtual_Drug_08858,NC(=N)c1ccc(cc1)CCCCCCN,-5.0
Virtual_Drug_08859,NC(=N)c1ccc(cc1)CCCCCCCCCl,-5.0
Virtual_Drug_08862,NC(=N)c1ccc(cc1)CCCCCS,-5.0
Virtual_Drug_00786,NC(=N)c1ccc(cc1)CCF,-5.0
Virtual_Drug_02500,NC(=N)c1ccc(cc1)CCl,-5.0
Virtual_Drug_06089,NC(=N)c1ccc(cc1)CCCCCCCF,-5.0
Virtual_Drug_06091,NC(=N)c1ccc(cc1)CCCCCCCl,-5.0
Virtual_Drug_06094,NC(=N)c1ccc(cc1)CCCCCCCCN,-5.0
Virtual_Drug_00717,NC(=N)c1ccc(cc1)CCCCCCN,-5.0
Virtual_Drug_08935,NC(=N)c1ccc(cc1)CCCl,-5.0
Virtual_Drug_08936,NC(=N)c1ccc(cc1)CCCCl,-5.0
Virtual_Drug_08941,NC(=N)c1ccc(cc1)CCCCF,-5.0
Virtual_Drug_00722,NC(=N)c1ccc(cc1)CCCCCCN,-5.0
Virtual_Drug_00723,NC(=N)c1ccc(cc1)CCCF,-5.0
Virtual_Drug_02612,NC(=N)c1ccc(cc1)CCCF,-5.0
Virtual_Drug_02613,NC(=N)c1ccc(cc1)CCCCCCCCl,-5.0
Virtual_Drug_02616,NC(=N)c1ccc(cc1)CCCF,-5.0
Virtual_Drug_02621,NC(=N)c1ccc(cc1)CCCl,-5.0
Virtual_Drug_06117,NC(=N)c1ccc(cc1)CCCCCCCCN,-5.0
Virtual_Drug_06120,NC(=N)c1ccc(cc1)CCCCCCl,-5.0
Virtual_Drug_06101,NC(=N)c1ccc(cc1)CCF,-5.0
Virtual_Drug_08885,NC(=N)c1ccc(cc1)CCCCCCCCO,-5.0
Virtual_Drug_08890,NC(=N)c1ccc(cc1)CCCl,-5.0
Virtual_Drug_05992,NC(=N)c1ccc(cc1)CCCCCCO,-5.0
Virtual_Drug_05972,NC(=N)c1ccc(cc1)CCCCCCCCF,-5.0
Virtual_Drug_05974,NC(=N)c1ccc(cc1)CCCCCS,-5.0
Virtual_Drug_05977,NC(=N)c1ccc(cc1)CCl,-5.0
Virtual_Drug_05981,NC(=N)c1ccc(cc1)CCCCCCCCF,-5.0
Virtual_Drug_02609,NC(=N)c1ccc(cc1)CCCCl,-5.0
Virtual_Drug_00710,NC(=N)c1ccc(cc1)CCl,-5.0
Virtual_Drug_00716,NC(=N)c1ccc(cc1)CCCCCS,-5.0
Virtual_Drug_08867,NC(=N)c1ccc(cc1)CCCF,-5.0
Virtual_Drug_08869,NC(=N)c1ccc(cc1)CCF,-5.0
Virtual_Drug_08879,NC(=N)c1ccc(cc1)CCCCCCCF,-5.0
Virtual_Drug_00774,NC(=N)c1ccc(cc1)CCCCCCCCF,-5.0
Virtual_Drug_00778,NC(=N)c1ccc(cc1)CCCCCCCCN,-5.0
Virtual_Drug_06086,NC(=N)c1ccc(cc1)CCCl,-5.0
Virtual_Drug_00764,NC(=N)c1ccc(cc1)CCCCCCCl,-5.0
Virtual_Drug_02553,NC(=N)c1ccc(cc1)CCO,-5.0
Virtual_Drug_06051,NC(=N)c1ccc(cc1)CCCF,-5.0
Virtual_Drug_06058,NC(=N)c1ccc(cc1)CCCCl,-5.0
Virtual_Drug_06060,NC(=N)c1ccc(cc1)CCCl,-5.0
Virtual_Drug_00727,NC(=N)c1ccc(cc1)CCCCCCCCN,-5.0
Virtual_Drug_00731,NC(=N)c1ccc(cc1)CCCCCCCCO,-5.0
Virtual_Drug_08914,NC(=N)c1ccc(cc1)CCCCCCCl,-5.0
Virtual_Drug_08920,NC(=N)c1ccc(cc1)CCCCl,-5.0
Virtual_Drug_02542,NC(=N)c1ccc(cc1)CCCCCO,-5.0
Virtual_Drug_02543,NC(=N)c1ccc(cc1)CCl,-5.0
Virtual_Drug_06076,NC(=N)c1ccc(cc1)CCCCCS,-5.0
Virtual_Drug_06079,NC(=N)c1ccc(cc1)CCCCCCCl,-5.0
Virtual_Drug_00752,NC(=N)c1ccc(cc1)CCCCCCl,-5.0
Virtual_Drug_08883,NC(=N)c1ccc(cc1)CCCCl,-5.0
Virtual_Drug_08884,NC(=N)c1ccc(cc1)CCCCCS,-5.0
Virtual_Drug_06037,NC(=N)c1ccc(cc1)CCF,-5.0
Virtual_Drug_06038,NC(=N)c1ccc(cc1)CCO,-5.0
Virtual_Drug_06041,NC(=N)c1ccc(cc1)CCF,-5.0
Virtual_Drug_02582,NC(=N)c1ccc(cc1)CCl,-5.0
Virtual_Drug_02583,NC(=N)c1ccc(cc1)CCCCCCO,-5.0
Virtual_Drug_08898,NC(=N)c1ccc(cc1)CCCCCS,-5.0
Virtual_Drug_08899,NC(=N)c1ccc(cc1)CCCCCCCCS,-5.0
Virtual_Drug_06028,NC(=N)c1ccc(cc1)CCCCCCCO,-5.0
Virtual_Drug_06031,NC(=N)c1ccc(cc1)CCl,-5.0
Virtual_Drug_06008,NC(=N)c1ccc(cc1)CCCCCCCO,-5.0
Virtual_Drug_06013,NC(=N)c1ccc(cc1)CCCl,-5.0
Virtual_Drug_06014,NC(=N)c1ccc(cc1)CCl,-5.0
Virtual_Drug_02593,NC(=N)c1ccc(cc1)CCCCCCCCF,-5.0
Virtual_Drug_08891,NC(=N)c1ccc(cc1)CCCCCCCN,-5.0
Virtual_Drug_08892,NC(=N)c1ccc(cc1)CCCCCCCO,-5.0
Virtual_Drug_08894,NC(=N)c1ccc(cc1)CF,-5.0
Virtual_Drug_07964,NC(=N)c1ccc(cc1)CCl,-5.0
Virtual_Drug_07965,NC(=N)c1ccc(cc1)CCCCCS,-5.0
Virtual_Drug_03906,NC(=N)c1ccc(cc1)CCl,-5.0
Virtual_Drug_03910,NC(=N)c1ccc(cc1)CCCCl,-5.0
Virtual_Drug_03914,NC(=N)c1ccc(cc1)CCCCCCCS,-5.0
Virtual_Drug_03916,NC(=N)c1ccc(cc1)CCl,-5.0
Virtual_Drug_03956,NC(=N)c1ccc(cc1)CCCCF,-5.0
Virtual_Drug_03958,NC(=N)c1ccc(cc1)CCCCCCCCN,-5.0
Virtual_Drug_03959,NC(=N)c1ccc(cc1)CCl,-5.0
Virtual_Drug_03968,NC(=N)c1ccc(cc1)CCCCCCCCN,-5.0
Virtual_Drug_09953,NC(=N)c1ccc(cc1)CCCF,-5.0
Virtual_Drug_07969,NC(=N)c1ccc(cc1)CCl,-5.0
Virtual_Drug_07973,NC(=N)c1ccc(cc1)CCCCCCCCS,-5.0
Virtual_Drug_07976,NC(=N)c1ccc(cc1)CCCCCCCCO,-5.0
Virtual_Drug_07980,NC(=N)c1ccc(cc1)CCF,-5.0
Virtual_Drug_01350,NC(=N)c1ccc(cc1)CCCCCCCCCl,-5.0
Virtual_Drug_00003,NC(=N)c1ccc(cc1)CCCF,-5.0
Virtual_Drug_03932,NC(=N)c1ccc(cc1)CCCCCCCl,-5.0
Virtual_Drug_03929,NC(=N)c1ccc(cc1)CCCCCCCN,-5.0
Virtual_Drug_03928,NC(=N)c1ccc(cc1)CCCCCl,-5.0
Virtual_Drug_03927,NC(=N)c1ccc(cc1)CCCCCCCN,-5.0
Virtual_Drug_09974,NC(=N)c1ccc(cc1)CCl,-5.0
Virtual_Drug_09973,NC(=N)c1ccc(cc1)CCCCCCCCO,-5.0
Virtual_Drug_00028,NC(=N)c1ccc(cc1)CCCCCCCCN,-5.0
Virtual_Drug_00022,NC(=N)c1ccc(cc1)CCCCCCCF,-5.0
Virtual_Drug_00032,NC(=N)c1ccc(cc1)CCCCCCCCF,-4.9
Virtual_Drug_09978,NC(=N)c1ccc(cc1)CCCCCCCCN,-4.9
Virtual_Drug_09980,NC(=N)c1ccc(cc1)CCCF,-4.9
Virtual_Drug_09983,NC(=N)c1ccc(cc1)CCl,-4.9
Virtual_Drug_03936,NC(=N)c1ccc(cc1)CCCF,-4.9
Virtual_Drug_00002,NC(=N)c1ccc(cc1)CCCCl,-4.9
Virtual_Drug_03948,NC(=N)c1ccc(cc1)CCCCCCF,-4.9
Virtual_Drug_03921,NC(=N)c1ccc(cc1)CCCCCCCCF,-4.9
Virtual_Drug_03922,NC(=N)c1ccc(cc1)CCCCCF,-4.9
Virtual_Drug_00017,NC(=N)c1ccc(cc1)CCCF,-4.9
Virtual_Drug_00014,NC(=N)c1ccc(cc1)CCCCCCF,-4.9
Virtual_Drug_00016,NC(=N)c1ccc(cc1)CCCCCCCCO,-4.9
Virtual_Drug_09985,NC(=N)c1ccc(cc1)CCCCCCCO,-4.9
Virtual_Drug_09989,NC(=N)c1ccc(cc1)CCCCCCl,-4.9
Virtual_Drug_09993,NC(=N)c1ccc(cc1)CCCCCCCCl,-4.9
Virtual_Drug_09995,NC(=N)c1ccc(cc1)CCCCCCCCN,-4.9
Virtual_Drug_08900,NC(=N)c1ccc(cc1)CCCCF,-4.9
Virtual_Drug_08901,NC(=N)c1ccc(cc1)CCCCCCCCS,-4.9
Virtual_Drug_08902,NC(=N)c1ccc(cc1)CCCF,-4.9
Virtual_Drug_00738,NC(=N)c1ccc(cc1)CCCCF,-4.9
Virtual_Drug_00740,NC(=N)c1ccc(cc1)CCCCCCN,-4.9
Virtual_Drug_00748,NC(=N)c1ccc(cc1)CCCCCCCCF,-4.9
Virtual_Drug_02585,NC(=N)c1ccc(cc1)CCCCCCCO,-4.9
Virtual_Drug_02589,NC(=N)c1ccc(cc1)CCCCl,-4.9
Virtual_Drug_06017,NC(=N)c1ccc(cc1)CCCCCCCCCl,-4.9
Virtual_Drug_06019,NC(=N)c1ccc(cc1)CCCCCCCCO,-4.9
Virtual_Drug_02562,NC(=N)c1ccc(cc1)CCCCF,-4.9
Virtual_Drug_02563,NC(=N)c1ccc(cc1)CCCCS,-4.9
Virtual_Drug_02568,NC(=N)c1ccc(cc1)CCCCCCCCO,-4.9
Virtual_Drug_06040,NC(=N)c1ccc(cc1)CCCCCCCS,-4.9
Virtual_Drug_06045,NC(=N)c1ccc(cc1)CCCCS,-4.9
Virtual_Drug_02578,NC(=N)c1ccc(cc1)CCCCCCN,-4.9
Virtual_Drug_06021,NC(=N)c1ccc(cc1)CCCCCCCS,-4.9
Virtual_Drug_06001,NC(=N)c1ccc(cc1)CCCCCCCCO,-4.9
Virtual_Drug_06002,NC(=N)c1ccc(cc1)CCCCS,-4.9
Virtual_Drug_06004,NC(=N)c1ccc(cc1)CCCCCCO,-4.9
Virtual_Drug_06006,NC(=N)c1ccc(cc1)CCCCl,-4.9
Virtual_Drug_06010,NC(=N)c1ccc(cc1)CCCCCCCCS,-4.9
Virtual_Drug_06012,NC(=N)c1ccc(cc1)CCCCCCl,-4.9
Virtual_Drug_06015,NC(=N)c1ccc(cc1)CCCCCCCCN,-4.9
Virtual_Drug_06016,NC(=N)c1ccc(cc1)CCCCCCF,-4.9
Virtual_Drug_00726,NC(=N)c1ccc(cc1)CCCCS,-4.9
Virtual_Drug_08896,NC(=N)c1ccc(cc1)CCCCCCl,-4.9
Virtual_Drug_00760,NC(=N)c1ccc(cc1)CCCCCCCCS,-4.9
Virtual_Drug_02556,NC(=N)c1ccc(cc1)CCCF,-4.9
Virtual_Drug_06049,NC(=N)c1ccc(cc1)CCCCCCl,-4.9
Virtual_Drug_06052,NC(=N)c1ccc(cc1)CCl,-4.9
Virtual_Drug_06061,NC(=N)c1ccc(cc1)CCCCCCO,-4.9
Virtual_Drug_06063,NC(=N)c1ccc(cc1)CCCCCCF,-4.9
Virtual_Drug_02561,NC(=N)c1ccc(cc1)CCCF,-4.9
Virtual_Drug_00728,NC(=N)c1ccc(cc1)CCCCl,-4.9
Virtual_Drug_00730,NC(=N)c1ccc(cc1)CCCCF,-4.9
Virtual_Drug_00735,NC(=N)c1ccc(cc1)CCCCCF,-4.9
